id,Hardness,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average
6024,3.8,66.0,8.147992,13.6,4.0,27.188418,10.347,2.7380000000000004,1.7420000000000002,0.96,0.48502,1.03248
6025,6.0,156.0,23.312328,15.2,4.666666666666667,33.33735333333333,11.533816666666668,2.76,1.75,0.9259999999999998,0.4830383333333333,1.78823
6026,6.0,214.0,34.18948,24.5,4.7,53.441338,11.43734,2.8280000000000003,1.711,0.9229999999999998,0.474714,4.11583
6027,6.0,284.0,45.027992,31.55555555555556,4.4444444444444455,77.32431666666669,11.457166666666668,2.83,1.7744444444444447,0.9888888888888888,0.4660944444444444,6.44467
6028,5.5,78.0,5.203996,9.8,5.4,18.439538,11.023840000000002,2.884,1.648,0.944,0.499514,0.7768
6029,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6030,6.0,131.5,26.962328000000003,21.83333333333333,4.5,50.1315,11.128333333333332,2.7466666666666666,1.7166666666666668,0.8933333333333332,0.4736966666666666,2.53683
6031,6.0,100.0,5.203996,10.0,4.8,20.3920334,10.565180000000002,2.502,1.7080000000000002,0.951,0.49512,0.75041
6032,6.0,100.0,8.147992,10.0,5.0,20.077018,11.33044,2.766,1.648,0.8699999999999999,0.4960699999999999,0.83076
6033,6.0,190.0,16.731324,15.5,4.666666666666667,33.33735333333333,11.75455,2.818333333333333,1.7283333333333335,0.926,0.4887899999999999,0.67544
6034,3.0,268.0,23.576975,33.5,5.5,78.8410375,11.2603,2.7275,1.8725,1.1875,0.459375,1.56776
6035,5.8,78.0,5.8963280000000005,9.428571428571429,4.571428571428571,19.436531714,10.711928571428572,2.647142857142857,1.7085714285714286,0.8714285714285713,0.5089809523809524,0.85358
6036,2.0,100.0,7.734660000000001,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.951,0.498454,0.49724
6037,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6038,4.3,100.0,8.505991999999999,10.0,4.8,20.2988926326,12.30176,2.752,1.7880000000000005,0.91,0.491678,0.76176
6039,4.0,100.0,0.867992,10.0,4.0,20.077018,10.629,2.518,1.904,1.2,0.4960699999999999,0.85961
6040,6.0,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,0.80625
6041,2.5,118.0,13.385996,11.0,4.8,24.5691257,10.73364,2.8280000000000003,1.7200000000000002,0.928,0.48827,1.70601
6042,4.3,112.0,13.044328,25.2,4.666666666666667,61.19102,10.98568333333336,2.8316666666666666,1.7700000000000002,0.985,0.4722666666666666,4.86552
6043,5.5,446.0,37.007299,9.18,4.0,18.5465357192,11.719925,2.829,1.6520000000000004,0.836,0.5368794,0.69207
6044,5.5,92.0,6.07141175,9.2,4.8,19.8565257,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.84161
6045,5.5,72.0,8.505991999999999,12.6,3.2,24.033618,12.30176,2.065,1.705,0.96,0.490654,1.02525
6046,6.3,63.0,9.93196,12.3,4.6,24.085483,10.78917,2.694,1.732,0.946,0.4957955,1.68467
6047,4.8,58.0,8.783996,19.33333333333333,5.333333333333333,39.987666666666655,11.239316666666667,2.33,1.72,0.8833333333333334,0.4878333333333333,1.8288
6048,2.5,235.0,60.67400000000001,23.5,3.1,54.27519833333333,9.1302,2.298,1.9072,1.2,0.4756775,6.44467
6049,1.8,322.0,38.214,64.4,5.6,160.15216,8.31996,2.0200000000000005,2.064,1.4220000000000002,0.40338,10.6
6050,5.8,96.0,8.07666,12.0,4.0,24.50301875,11.1479375,2.705,1.86625,1.14,0.4820359999999999,1.22915
6051,1.5,236.18,52.257992,24.444444444444446,4.666666666666667,57.08166000000001,11.625516666666668,2.8766666666666665,1.7333333333333334,1.0166666666666668,0.4747266666666667,6.313
6052,3.8,66.0,3.7468275,6.666666666666668,3.0,11.889270000000002,8.918104166666666,2.1466666666666665,1.5033333333333334,0.5053333333333333,0.7623686666666668,0.26619
6053,6.0,242.0,39.979296000000005,12.2,4.8,24.75087845,10.78917,2.752,1.711,0.926,0.4927189999999999,1.43926
6054,2.0,0.0,0.0,0.0,4.0,0.0,10.0743,2.24,1.625,1.02,0.492719,0.11548
6055,6.0,126.0,13.385996,25.2,4.8,58.30341800000001,11.17714,2.884,1.7280000000000002,0.964,0.467568,2.22761
6056,2.5,100.0,7.957992,10.0,4.8,20.492449117625004,11.023840000000002,2.829,1.6880000000000002,0.936,0.490932,0.88799
6057,6.0,122.0,14.485992,12.6,4.8,24.808518,11.38168,2.7270000000000003,1.767,0.91,0.48502,1.55883
6058,5.5,93.0,8.841328,23.0,4.0,50.1811,9.350333333333332,2.368333333333333,1.904,1.2133333333333332,0.4709133333333334,4.11583
6059,5.5,106.0,22.325328,15.142857142857142,4.285714285714286,31.976188571428573,11.131014285714288,2.7014285714285715,1.697142857142857,0.8842857142857142,0.4841114285714286,2.95341
6060,6.8,250.0,34.18948,10.8,4.4,20.2988926326,10.833850000000002,2.502,1.7080000000000002,0.951,0.4927989999999999,0.75041
6061,6.0,138.0,11.35441075,11.0,4.8,23.231818,10.93895,2.8280000000000003,1.6880000000000002,0.914,0.489486,0.87067
6062,5.5,33.0,2.3341635000000003,10.0,5.333333333333333,20.02735333333333,10.296858333333333,2.9266666666666663,1.721666666666667,0.9733333333333332,0.4894833333333333,0.75796
6063,2.0,30.0,1.7401675,10.0,5.333333333333333,20.325236749666672,9.350333333333332,2.14,1.906666666666667,1.16,0.46498,0.0
6064,2.5,126.0,13.747992000000002,25.2,5.6,58.30341800000001,11.61422,2.884,1.736,0.944,0.467568,2.23122
6065,2.8,72.0,4.075328000000002,7.5,4.666666666666667,15.69310028,11.556733333333336,2.857,1.5508333333333333,0.8116666666666665,0.550816666666666,0.55823
6066,2.5,66.0,15.43,22.5,5.5,49.496,10.36,2.24,1.9075,1.2,0.4628675,2.07315
6067,6.5,114.0,5.505328,9.666666666666666,5.0,19.397353333333328,11.217766666666668,2.7266666666666666,1.7133333333333336,0.8066666666666666,0.477685,0.77525
6068,2.5,90.0,2.70174775,6.0,3.6875,12.079502608695652,12.41584,2.786875,1.394,0.6208333333333335,0.713936875,0.26567
6069,7.0,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,0.80631
6070,6.0,50.0,4.663996,10.0,4.8,20.833018,11.431540000000002,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.85358
6071,6.0,72.0,14.091992,14.4,4.8,30.341818,10.2719,2.53,1.767,0.92,0.496167,1.43111
6072,5.8,60.0,11.351332,20.0,4.0,40.689515,10.5174,2.375,1.625,1.02,0.4927359999999999,2.312
6073,3.8,126.0,13.385996,30.0,5.6,67.9394,9.65936,2.3680000000000003,1.904,1.1840000000000002,0.477015,3.1504
6074,6.0,38.0,13.612327000000002,12.666666666666664,4.666666666666667,26.621686666666665,11.354766666666668,2.7566666666666664,1.75,0.92,0.4878133333333334,1.61291
6075,3.0,100.0,7.558488,10.0,4.8,20.052981069333327,11.82448,2.675,1.736,0.905,0.49901,0.49568
6076,2.0,74.0,14.091992,24.5,5.5,53.4902975,8.897,2.295,1.93,1.1800000000000002,0.466938,3.57614
6077,6.3,98.0,14.883996000000002,14.0,4.0,31.574635600000004,11.14446,2.045,1.93,1.2999999999999998,0.4862359999999999,1.4092
6078,5.3,30.0,1.741332,7.75,3.75,14.996859625,12.1934125,2.7275,1.545,0.71,0.6184925,0.27146
6079,6.3,122.0,12.417996,12.5,4.8,25.408218,11.33182,2.7960000000000003,1.7280000000000002,0.928,0.4862359999999999,1.47355
6080,6.8,242.0,39.964992,12.1,4.8,24.88692185,11.177555000000002,2.7845,1.717,0.8649999999999999,0.4927989999999999,1.92652
6081,2.5,228.0,21.153992,24.5,5.2,58.30341800000001,9.370384,2.298,1.9072,1.2,0.467568,3.01757
6082,4.0,80.0,2.3341635000000003,6.666666666666668,3.9166666666666665,13.016128333333334,12.714558333333336,2.1466666666666665,1.43,0.6208333333333335,0.6598700000000001,0.44035
6083,2.0,108.0,17.593,27.6,5.6,64.9132175,11.14446,2.279,1.9072,0.965,0.466938,3.59589
6084,3.3,126.0,20.29466,15.6,4.8,34.72421799999999,11.023840000000002,2.81,1.77,0.96,0.49627,2.07755
6085,3.8,195.2,11.35599,11.386335343915343,4.3832976445396135,24.667645948945623,12.06163533190578,2.743704496788008,1.80882872231418,0.946,0.4908778187472234,1.00958
6086,6.5,56.0,3.253996,11.833333333333336,4.5,22.84969058333333,11.38168,2.81,1.7400000000000002,0.86,0.49282,0.8148
6087,5.8,362.0,37.68639975,17.238095238095234,4.761904761904762,39.6271985,11.453147619047618,2.77952380952381,1.7147619047619052,0.8847619047619049,0.5097547619047619,1.15072
6088,3.8,46.0,8.329324,13.0,4.0,27.95135333333333,11.2603,2.115,1.905,0.905,0.47888,1.39322
6089,2.5,106.0,11.722664,35.36,5.285714285714286,82.56124,10.620914285714289,2.279285714285714,1.9072,1.2,0.460005,4.45167
6090,5.5,174.0,16.449327999999998,9.5,4.666666666666667,18.5045363965,11.510054166666668,2.619166666666666,1.7100000000000002,0.8933333333333332,0.4912400000000001,0.6508
6091,4.0,40.0,2.3341635000000003,6.666666666666668,4.0,13.016128333333334,12.700466666666664,2.7716666666666665,1.4766666666666668,0.6166666666666667,0.6637966666666667,0.27146
6092,6.3,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.76,0.9666666666666668,0.4878333333333333,1.69886
6093,5.5,126.0,13.355328,25.33333333333333,4.666666666666667,58.53484,11.139866666666668,2.855,1.745,0.98,0.4747266666666667,2.22589
6094,2.5,192.0,30.92,48.0,5.0,111.34115,10.39875,2.0975,1.99,1.36,0.42668,0.44035
6095,6.0,80.0,7.44274775,10.0,5.0,20.255278375,11.026725,2.79,1.9075,0.8525,0.495275,0.84019
6096,6.0,240.0,1.7431599999999998,10.0,4.9230769230769225,20.530792481481484,10.198130769230769,2.54,1.7730769230769232,0.9061538461538462,0.4932785714285714,0.96683
6097,2.5,184.0,40.61,30.75,4.25,73.79314375,8.31996,2.2225,1.86625,1.1275,0.4448824999999999,1.11239
6098,5.5,250.0,27.444203,9.44,4.5,18.89450222,11.443499999999998,2.6916,1.6407999999999998,0.8216,0.5566228000000001,0.73803
6099,6.0,46.0,7.312664,23.5,4.0,49.50308166666667,11.75455,2.545,1.9433333333333327,0.9333333333333332,0.47857,1.35155
6100,3.5,0.0,0.0,0.0,0.0,0.0,12.41584,0.0,0.0,0.0,0.0,0.59473
6101,5.5,42.0,2.70174775,8.0,4.8,16.16585,11.759620000000002,2.805,1.656,0.8480000000000001,0.5368794,0.69207
6102,1.5,4.0,0.4324975,4.0,4.0,9.5596846,12.0863,2.68,1.77,1.045,0.49901,0.68417
6103,6.5,60.0,3.253996,12.0,4.8,25.077338,11.38168,2.81,1.732,0.91,0.49282,1.09628
6104,5.5,93.0,2.836996000000001,7.4,3.2,14.610803,12.874275000000004,2.7883333333333336,1.4466666666666663,0.6208333333333335,0.6598700000000001,0.68424
6105,5.0,74.0,14.22,24.0,4.0,43.952,8.932974999999997,2.24,1.9,1.1800000000000002,0.448895,0.76025
6106,6.3,80.0,7.4428315,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.4927359999999999,1.06784
6107,6.3,70.0,7.143328,10.0,4.571428571428571,20.323313857142857,11.12857142857143,2.6128571428571425,1.6414285714285717,0.8514285714285713,0.4987149999999999,1.46035
6108,5.5,74.0,0.97258,24.5,3.75,43.498522,9.05335,2.2225,1.9,1.37,0.479965,0.48629
6109,5.5,97.0,11.07307175,13.0,5.0,29.525338,11.026725,2.79,1.6725,0.8525,0.4970245,1.04896
6110,1.8,134.0,17.59,22.1,5.0,53.4902975,8.21315,2.045,1.825,1.4,0.401635,2.95341
6111,5.5,68.0,13.551332,18.0,4.0,43.498522,11.026725,2.6725000000000003,1.705,0.9825,0.4820359999999999,3.31333
6112,6.0,56.0,7.093996,11.2,4.8,23.231818,11.2603,2.755,1.767,0.91,0.4927189999999999,1.92725
6113,5.5,93.0,10.209328,20.666666666666668,4.333333333333333,46.44374833333333,9.8771,2.33,1.923333333333333,1.18,0.47857,1.41194
6114,6.0,50.0,5.62148,10.0,4.0,20.016938,10.52605,2.115,1.6309999999999998,0.945,0.4927359999999999,0.81244
6115,6.5,100.0,7.734660000000001,10.0,4.8,20.2988926326,10.565180000000002,2.7030000000000003,1.6980000000000002,0.96,0.4927189999999999,0.84313
6116,3.8,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.56895
6117,3.8,180.0,13.693328,9.0,4.125,18.5863611398,12.2092875,2.825,1.626,0.8959999999999999,0.49425875,0.58105
6118,6.3,58.0,2.3326640000000003,9.2,4.4,19.397353333333328,11.509916,2.805,1.656,0.8480000000000001,0.499404,0.7768
6119,6.0,86.0,8.109328,14.333333333333336,5.166666666666667,30.645953666333327,11.75455,2.861666666666667,1.7166666666666668,0.915,0.4817083333333334,1.0804
6120,6.0,108.0,7.957992,10.6,4.8,21.654418,11.17714,2.675,1.736,0.92,0.498984,0.74838
6121,2.5,100.0,13.89,50.0,4.0,118.019,9.8771,2.115,1.904,1.1840000000000002,0.44736,6.44467
6122,5.5,46.0,8.505991999999999,12.0,4.0,24.808518,10.93895,2.675,1.705,0.905,0.4927189999999999,1.0408
6123,3.8,66.0,10.209328,22.0,5.0,50.1811,11.533816666666668,2.708333333333333,1.7700000000000002,0.9666666666666668,0.48752,3.87311
6124,5.5,107.0,11.437322,10.7,4.7,21.9893120372,10.716316666666666,2.352,1.8590000000000004,0.926,0.485951,0.49724
6125,6.0,100.0,8.337992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.97737
6126,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49925
6127,2.5,100.0,7.558488000000001,10.0,4.0,20.2988926326,11.64556,2.825,1.626,0.8480000000000001,0.499726,0.56895
6128,6.5,80.0,5.60474375,10.0,4.666666666666667,20.052981069333327,11.75455,2.798888888888889,1.6700000000000002,0.8833333333333334,0.4909011111111112,0.91543
6129,3.8,68.0,12.397992,13.6,4.8,29.525338,11.23408,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,1.86481
6130,5.5,38.0,4.542664,12.666666666666664,5.166666666666667,26.621686666666665,11.522283333333334,2.845,1.7166666666666668,0.92,0.4821566666666666,0.82898
6131,2.5,46.0,7.44274775,23.0,4.0,49.224449375000006,10.39875,2.545,1.87,1.11,0.47382125,3.05125
6132,1.8,43.0,1.7428315,6.0,3.2,11.663548,12.41584,2.0200000000000005,1.394,0.6639999999999999,0.695602,0.43591
6133,6.5,42.0,7.876747749999999,9.5,4.625,18.78740068,11.26033125,2.640625,1.794375,0.945,0.493379375,0.75193
6134,3.8,90.0,11.354575,45.0,4.0,111.599515,9.072366666666667,2.115,1.905,1.2,0.44942,5.86433
6135,6.3,100.0,7.900992,10.0,4.8,20.016938,11.765862500000003,2.8280000000000003,1.682,0.945,0.49901,0.6698
6136,6.3,130.0,13.266328,22.0,4.666666666666667,50.23602,11.556733333333336,2.736666666666667,1.768333333333333,0.98,0.4737466666666667,2.58333
6137,5.5,50.0,4.073996,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.9,0.498454,1.09501
6138,1.5,107.0,10.207996,35.36,4.8,78.8410375,9.370384,2.298,1.9072,1.2,0.460005,5.80644
6139,2.5,98.0,8.337992,9.0,4.0,19.8565257,12.046624,1.95,1.925,1.165,0.4927189999999999,0.71879
6140,6.0,183.0,25.978324,31.33333333333333,4.666666666666667,69.59212799999999,10.838333333333331,2.7383333333333337,1.7583333333333335,0.9816666666666668,0.4663883333333334,2.16838
6141,5.5,106.0,3.94991025,10.6,4.8,21.9893120372,11.509916,2.352,1.8200000000000005,0.8480000000000001,0.5900399999999999,0.84019
6142,6.0,180.0,4.243996,9.0,4.0,18.60817185,10.89726,2.648,1.626,0.912,0.49512,0.68988
6143,3.8,144.0,10.96,32.0,4.0,72.2365,9.65936,2.295,1.904,1.1840000000000002,0.467568,4.44055
6144,7.0,100.0,1.7431599999999998,10.0,4.8,20.2988926326,11.33044,2.698,1.743,0.91,0.495275,0.59057
6145,2.5,126.0,16.676996,26.0,5.0,65.56541800000001,10.13144,2.58,1.7120000000000002,0.956,0.474714,3.57614
6146,2.8,80.0,5.62148,10.0,5.2,20.15577185,12.046624,2.3080000000000003,1.908,0.944,0.475954,0.83154
6147,2.0,100.0,5.43974375,10.0,4.5793269230769225,20.65142388888889,11.597485336538464,2.9395918367346936,1.6231687242798352,0.880882872231418,0.4954477777777778,0.61805
6148,2.8,100.0,13.747992000000002,10.0,4.8,20.2988926326,12.04083,2.755,1.6310000000000002,0.91,0.489272,1.76405
6149,6.0,100.0,8.337992,10.0,4.0,20.492449117625004,11.10535,2.79,1.6520000000000004,0.8399999999999999,0.4927189999999999,0.94127
6150,4.0,100.0,8.441332,10.0,4.0,20.016938,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.84313
6151,2.3,151.0,23.96,50.33333333333334,2.6666666666666665,121.02273333333332,8.351666666666668,2.1466666666666665,2.0066666666666664,1.2533333333333334,0.4463566666666667,7.316
6152,5.0,884.0,121.42,35.36,5.28,82.56124,9.370384,2.298,1.9072,1.2,0.467568,1.86069
6153,6.5,60.0,3.443996,10.0,4.8,20.2988926326,12.04083,2.799,1.7574999999999998,0.96,0.4927189999999999,0.57888
6154,6.5,246.0,34.058654,31.714285714285715,4.714285714285714,70.86662595238093,11.5359,2.8319047619047617,1.7428571428571429,0.897142857142857,0.4657085714285714,5.52703
6155,2.5,72.0,20.36,24.66666666666667,2.6666666666666665,53.05033333333333,9.4533,2.1266666666666665,1.856666666666667,1.0833333333333333,0.47857,4.4815
6156,6.0,68.0,5.62148,13.6,4.8,29.568292,11.06572,2.634,1.6950000000000005,0.985,0.4820359999999999,0.86162
6157,5.0,76.0,8.42666,7.5,4.0,15.69310028,12.1934125,2.745,1.545,0.7152,0.485063,0.84161
6158,1.5,30.0,0.8649950000000001,6.0,4.0,11.663548,10.65002,2.53,1.88,1.3,0.485063,0.37005
6159,2.5,235.0,13.385996,23.5,5.166666666666667,54.501263666333344,11.33044,2.7883333333333336,1.7574999999999998,0.9183333333333332,0.4663883333333334,3.78486
6160,5.5,100.0,8.42666,10.0,4.6875,20.322035645125,10.988671875,2.6703125,1.62625,0.9634375,0.4931925,0.75516
6161,2.8,114.0,13.385996,17.2,4.4,39.568056,10.59066,2.279,1.7700000000000002,0.958,0.489272,1.12928
6162,3.5,100.0,7.558488000000001,10.0,4.8,20.2988926326,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.4927189999999999,0.82082
6163,6.0,200.0,16.864992,10.0,4.8,20.9941265318,11.38168,2.648,1.626,0.912,0.4957955,0.80212
6164,3.8,30.0,3.253996,6.0,4.0,12.0096,12.22274,2.68,1.592,0.7380000000000001,0.6164428000000001,0.58344
6165,6.0,58.0,4.663996,11.4,4.8,24.789618,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,1.51422
6166,3.8,108.0,8.228992,10.4,5.2,20.833018,11.14446,2.8680000000000003,1.6520000000000004,0.8649999999999999,0.4991960000000001,0.7176
6167,6.3,68.0,4.03,13.6,4.0,29.525338,10.347,2.53,1.7420000000000002,1.14,0.49901,1.3702
6168,6.0,30.0,2.041988,10.0,4.8,20.077018,11.95216,2.904,1.598,0.8140000000000001,0.499514,0.68417
6169,2.5,20.0,7.558488,10.0,4.8,20.9940862215,12.04083,2.755,1.6310000000000002,0.91,0.4907199999999999,0.75677
6170,2.5,43.0,7.441332000000001,50.0,3.1,117.386335,9.01375,2.165,2.045,1.41,0.42668,0.4332
6171,2.5,180.0,11.463996000000002,9.4,4.4,18.439538,11.79886,2.805,1.6310000000000002,0.8480000000000001,0.4991960000000001,0.58344
6172,2.8,42.0,7.558488,8.0,4.8,16.531058067826088,12.41584,2.884,1.662,0.782,0.492723125,0.38903
6173,2.0,113.0,5.401996,11.3,4.8,23.099694928,10.78917,2.675,1.705,0.974,0.4927189999999999,1.02048
6174,5.0,20.0,1.7431599999999998,10.0,4.0,20.151515,15.24581,2.375,1.625,0.9525,0.496875,0.99413
6175,2.0,92.0,15.593,42.8,5.6,102.82756,10.13144,2.352,1.908,1.1840000000000002,0.475566,6.46538
6176,6.5,152.0,12.56632,9.0,5.0,19.14036490625,11.26033125,2.786875,1.6309999999999998,0.84375,0.495275,0.56731
6177,7.0,80.0,7.734660000000001,10.0,5.0,20.255278375,11.70255,2.6725000000000003,1.6725,0.8525,0.495275,1.74944
6178,2.5,106.0,5.203996,10.8,4.4,21.56335918,12.046624,2.572,1.7400000000000002,0.964,0.475954,0.49717
6179,3.0,180.0,14.206996,9.0,4.0,18.01515585,11.777640000000002,2.825,1.626,0.8370000000000001,0.5471010000000001,0.7176
6180,5.0,80.0,5.230979499999999,10.0,4.333333333333333,20.185395713333328,11.824266666666665,2.8966666666666665,1.62,0.9666666666666668,0.4850333333333334,0.91248
6181,2.5,126.0,13.385996,27.6,5.6,65.56541800000001,11.14446,2.884,1.736,0.944,0.467568,3.52186
6182,3.0,100.0,7.441332000000001,10.0,4.8,20.016938,12.0034,2.774,1.714,0.774,0.49901,0.44035
6183,5.5,100.0,0.7032879999999999,10.0,4.6,20.833018,12.59399,2.884,1.662,0.792,0.490932,0.74322
6184,6.3,120.0,13.477328,12.0,4.25,24.556188775,11.1479375,2.684,1.7,0.9,0.4820359999999999,1.86481
6185,2.3,90.0,3.551332,19.0,4.0,39.568056,9.1302,2.455,1.9072,1.1,0.476095,0.85549
6186,2.5,58.0,7.558488000000001,11.8,4.4,24.033618,12.59399,2.572,1.748,0.928,0.491714,1.47355
6187,4.5,146.0,10.613328,10.272727272727272,5.0,20.994141190090907,11.087466666666666,2.8927272727272726,1.7027272727272729,0.9145454545454544,0.4972259090909091,0.86684
6188,5.8,60.0,4.03,12.0,4.0,24.808518,11.28095,2.545,1.905,0.905,0.48855,1.4092
6189,5.8,58.0,4.5453280000000005,12.666666666666664,4.5,26.621686666666665,11.754416666666666,2.8316666666666666,1.7166666666666668,0.8933333333333332,0.4747266666666667,0.75755
6190,2.5,228.0,0.7558488000000001,11.6,4.5,24.75087845,10.999625,2.24,1.8200000000000005,1.12,0.4991960000000001,0.57888
6191,6.8,226.0,17.623983999999997,11.0,4.8,24.5691257,10.73364,2.721,1.717,0.914,0.4946015000000001,0.94127
6192,2.5,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,8.869433333333333,2.33,1.88,1.106666666666667,0.4747266666666667,2.95341
6193,3.0,100.0,6.697992,10.0,5.6,20.322035645125,12.046624,2.904,1.656,0.8480000000000001,0.4991960000000001,0.1391
6194,5.5,50.0,3.883996,10.0,4.8,20.016938,12.04083,2.755,1.6309999999999998,0.91,0.49901,0.61167
6195,6.0,144.0,12.417996,14.5,4.8,31.937418,11.177555000000002,2.752,1.7262499999999998,0.908,0.481478,1.42396
6196,5.5,150.0,13.477328,18.0,4.8,39.568056,11.33182,2.81,1.732,0.86,0.49282,1.7909
6197,3.0,68.0,13.551332,13.6,4.8,29.525338,12.30176,2.8280000000000003,1.656,0.836,0.491678,2.37558
6198,1.5,100.0,7.767992,10.0,4.6,20.9941265318,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.79955
6199,5.5,20.0,1.744,10.0,5.333333333333333,20.02735333333333,9.072366666666667,2.8816666666666664,1.7166666666666668,0.8933333333333332,0.499,1.7
6200,6.0,90.0,7.957992,10.0,4.8,20.213348778,11.17714,2.752,1.736,0.914,0.498984,0.86737
6201,5.5,347.0,30.841971,10.84375,4.78125,22.212725,10.91354375,2.655,1.8153125,0.9415625,0.4826418750000001,0.94127
6202,2.5,126.0,13.385996,31.5,4.25,70.92449475,8.888349999999997,1.985,1.925,1.1925,0.4587699999999999,6.46538
6203,5.5,138.0,11.437322,11.4,4.3,24.033618,10.745844000000002,2.5696000000000003,1.6864,0.9368,0.5350482,1.24533
6204,6.0,20.0,0.97258,10.0,4.0,20.9940862215,11.28095,2.55,1.75,0.96,0.49901,0.77755
6205,4.0,14.0,14.044,14.0,4.0,29.21788464,9.0432,2.045,2.045,1.36,0.42668,9.08
6206,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49925
6207,6.0,28.0,9.44,14.0,4.0,30.55068666666667,11.139866666666668,2.205,1.925,0.92,0.4822649999999999,1.17448
6208,1.8,46.0,9.133,23.0,4.0,48.7195,9.8771,2.115,1.905,1.12,0.47888,6.7765
6209,5.5,116.0,7.558488000000001,9.0,4.8,19.8565257,10.993994000000002,2.766,1.7,0.8959999999999999,0.4959356250000001,0.84161
6210,5.5,20.0,0.351332,10.0,4.8,20.9941265318,10.599905,2.24,1.866,0.958,0.4960699999999999,0.0
6211,6.0,43.0,7.876747749999999,13.5,4.0,29.525338,11.2603,2.5275,1.7,0.945,0.4863375,1.2645
6212,5.5,96.0,8.42666,12.0,4.875,24.50301875,11.1479375,2.705,1.765,0.945,0.49463625,1.05333
6213,2.5,84.0,13.892964,41.0,4.0,90.2267,9.65415,1.98,1.93,1.1800000000000002,0.448895,6.17571
6214,6.0,74.0,19.92,34.333333333333336,4.666666666666667,79.46173333333333,11.35495,2.33,1.99,1.106666666666667,0.46833,3.1504
6215,3.8,102.0,7.44274775,7.5,4.4444444444444455,15.69310028,12.920761111111114,2.763675,1.5712000000000002,0.7487999999999999,0.656218,0.58105
6216,4.3,106.0,26.49568275,10.4,4.8,22.111243,11.43734,2.8280000000000003,1.6800000000000002,0.86,0.486658,2.18789
6217,6.5,68.0,1.7401675,13.666666666666664,4.8,28.97870133333333,11.46526,2.53,1.7966666666666669,1.15,0.48502,0.9328
6218,3.8,50.0,6.697992,10.0,4.8,20.077018,11.17714,2.7060000000000004,1.7280000000000002,0.892,0.498984,0.75893
6219,3.8,150.0,19.382,25.2,5.6,58.30341800000001,9.1302,2.3080000000000003,1.908,1.2,0.475566,2.17405
6220,6.0,112.0,13.044328,22.66666666666667,4.666666666666667,54.01963666666666,11.354766666666668,2.986666666666667,1.77,0.92,0.4865066666666666,2.96536
6221,6.0,122.0,13.385996,22.0,4.666666666666667,54.026915,11.290033333333335,2.8816666666666664,1.7166666666666668,0.92,0.4780233333333334,2.74155
6222,2.3,74.0,26.962328000000003,24.66666666666667,4.666666666666667,53.05033333333333,11.239316666666667,2.1466666666666665,1.9066666666666665,1.16,0.4705633333333334,3.52186
6223,3.8,202.0,13.612327000000002,20.2,5.6,47.3154225304,12.0863,2.752,1.7020000000000004,0.908,0.490376,2.32089
6224,5.5,116.0,7.558488,11.3,4.6,24.789618,10.89726,2.752,1.705,0.974,0.4960699999999999,0.6508
6225,1.5,523.6,50.851002,9.244111349036404,4.211991434689507,18.01515585,11.76132134920634,2.634737631184408,1.5860599571734475,0.7366167023554603,0.5821732119914347,0.5639
6226,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222
6227,6.0,146.0,6.25674375,11.333333333333336,4.666666666666667,22.68885333333333,11.11696,2.7433333333333336,1.7516666666666667,0.946,0.4994699999999999,0.48409
6228,2.0,0.75,1.7,6.0,4.0,12.0096,12.30176,2.904,1.626,0.768,0.491678,0.73671
6229,6.5,114.0,12.419328,12.5,4.5,26.024935442,11.522283333333334,2.865,1.7166666666666668,0.8933333333333332,0.48449,1.0408
